Id,Class,Year,Season,State,Follow Up
1527,Class A,1979,Summer,Texas,no
1556,Class A,1979,Summer,New Jersey,no
1589,Class B,1979,Winter,Washington,no
1595,Class A,1979,Winter,Washington,no
1664,Class A,1979,Spring,California,no
1695,Class A,1979,Winter,Montana,no
2218,Class A,1979,Winter,Georgia,yes
2399,Class A,1979,Spring,Texas,no
2452,Class A,1979,Winter,Pennsylvania,yes
2458,Class B,1979,Summer,Indiana,no
2770,Class B,1979,Summer,California,yes
3005,Class A,1979,Unknown,Wisconsin,no
3281,Class A,1979,Spring,Washington,no
3820,Class B,1979,Fall,Oregon,no
5220,Class B,1979,Fall,California,yes
5284,Class A,1979,Winter,California,yes
6410,Class B,1979,Summer,Nebraska,no
247,,,,,no
244,,,,,no
6445,Class A,1979,Winter,Tennessee,no
6695,Class A,1979,Summer,New York,no
7205,Class A,1979,Summer,Florida,yes
7232,Class A,1979,Summer,Wisconsin,yes
7368,Class A,1979,Fall,New York,yes
7692,Class B,1979,Fall,Florida,yes
7758,Class A,1979,Fall,Texas,yes
8083,Class A,1979,Summer,Texas,yes
8394,Class A,1979,Spring,Ohio,yes
8972,Class B,1979,Summer,Massachusetts,no
10498,Class A,1979,Fall,Alabama,yes
11273,Class A,1979,Summer,Illinois,yes
12140,Class A,1979,Spring,Illinois,yes
12158,Class A,1979,Winter,Idaho,yes
12328,Class B,1979,Fall,California,yes
12917,Class A,1979,Winter,California,yes
15615,Class A,1979,Winter,Nebraska,yes
20173,Class A,1979,Summer,Michigan,yes
20423,Class A,1979,Fall,Michigan,yes
21821,Class A,1979,Fall,Indiana,yes
24061,Class A,1979,Summer,West Virginia,yes
24936,Class A,1979,Spring,California,yes
24970,Class A,1979,Summer,Texas,yes
25056,Class B,1979,Fall,Idaho,yes
26076,Class A,1979,Unknown,North Carolina,yes
26440,Class B,1979,Summer,Washington,yes
26513,Class A,1979,Summer,Alabama,yes
27012,Class A,1979,Fall,Mississippi,yes
27477,Class A,1979,Fall,Oklahoma,yes
27630,Class A,1979,Fall,Wisconsin,yes
29223,Class A,1979,Spring,Tennessee,yes
30548,Class B,1979,Summer,Ohio,yes
31302,Class B,1979,Summer,Michigan,yes
35671,Class B,1979,Fall,Michigan,yes
38762,Class B,1979,Summer,New Jersey,yes
43612,Class A,1979,Summer,Missouri,yes
44485,Class B,1979,Summer,Arizona,yes
48085,Class A,1979,Fall,Wisconsin,yes
63860,Class A,1979,Summer,Arkansas,yes
69398,Class B,1979,Fall,Ohio,yes
490,Class A,1980,Summer,New Mexico,yes
553,Class A,1980,Fall,Oregon,yes
594,Class A,1980,Summer,Florida,no
667,Class A,1980,Summer,Oregon,yes
681,Class B,1980,Fall,Oregon,no
725,Class A,1980,Summer,Florida,yes
832,Class A,1980,Fall,Alabama,no
992,Class B,1980,Fall,Minnesota,yes
1031,Class A,1980,Winter,Oregon,yes
1155,Class A,1980,Unknown,Nebraska,no
1200,Class B,1980,Summer,West Virginia,no
1208,Class C,1980,Spring,Montana,no
1275,Class A,1980,Spring,Florida,yes
1278,Class B,1980,Fall,Louisiana,no
1311,Class A,1980,Summer,Kansas,no
182,,,,,no
181,,,,,no
1360,Class A,1980,Winter,Colorado,no
1429,Class B,1980,Fall,New Jersey,yes
1547,Class A,1980,Spring,California,no
1565,Class B,1980,Unknown,Washington,no
1593,Class B,1980,Spring,Washington,no
1671,Class A,1980,Unknown,Washington,yes
1672,Class A,1980,Unknown,Washington,yes
1707,Class A,1980,Spring,Washington,yes
2047,Class A,1980,Spring,Washington,yes
2382,Class A,1980,Fall,Kentucky,no
2388,Class A,1980,Fall,Louisiana,no
2400,Class A,1980,Unknown,Texas,no
2425,Class A,1980,Fall,Kentucky,no
2426,Class A,1980,Winter,Kentucky,no
2472,Class A,1980,Summer,Indiana,no
2806,Class C,1980,Unknown,Illinois,no
2864,Class A,1980,Spring,California,no
3085,Class A,1980,Summer,Idaho,no
3301,Class A,1980,Summer,Ohio,yes
3455,Class A,1980,Summer,Nevada,yes
3920,Class A,1980,Fall,Ohio,yes
4156,Class C,1980,Fall,Texas,no
4613,Class A,1980,Summer,Michigan,yes
5510,Class B,1980,Summer,Florida,yes
6836,Class B,1980,Summer,Pennsylvania,yes
7133,Class A,1980,Summer,Ohio,yes
7236,Class A,1980,Summer,Louisiana,no
7298,Class A,1980,Fall,Oregon,yes
7642,Class B,1980,Summer,Oregon,yes
7670,Class A,1980,Winter,Texas,yes
7773,Class B,1980,Fall,California,yes
7803,Class A,1980,Summer,Ohio,yes
7940,Class A,1980,Summer,Ohio,yes
7969,Class B,1980,Summer,Arkansas,yes
8530,Class A,1980,Summer,Texas,yes
8680,Class B,1980,Summer,Oregon,yes
10892,Class A,1980,Spring,Illinois,yes
11841,Class A,1980,Summer,New York,yes
12220,Class B,1980,Spring,Ohio,yes
12916,Class A,1980,Spring,Washington,yes
13096,Class B,1980,Winter,California,yes
13613,Class B,1980,Summer,California,yes
13889,Class B,1980,Summer,Florida,yes
13983,Class A,1980,Summer,Arkansas,yes
14467,Class B,1980,Winter,Missouri,yes
14467,Class B,1980,Winter,Missouri,yes
20197,Class A,1980,Fall,California,yes
21674,Class A,1980,Summer,California,yes
21684,Class B,1980,Spring,California,yes
22572,Class A,1980,Summer,Tennessee,yes
23745,Class A,1980,Summer,Louisiana,yes
25156,Class A,1980,Fall,Idaho,yes
25267,Class A,1980,Winter,Illinois,yes
25462,Class B,1980,Summer,Washington,yes
26124,Class A,1980,Fall,Louisiana,yes
329,,,,,no
26521,Class B,1980,Fall,Wyoming,yes
26713,Class B,1980,Spring,Iowa,yes
27067,Class A,1980,Winter,Alabama,yes
27897,Class B,1980,Summer,Washington,yes
29178,Class A,1980,Fall,Michigan,yes
29636,Class B,1980,Summer,Michigan,yes
29980,Class A,1980,Fall,Missouri,yes
31594,Class B,1980,Summer,Virginia,yes
36202,Class B,1980,Winter,Virginia,yes
37522,Class A,1980,Winter,Illinois,yes
38155,Class A,1980,Fall,Michigan,yes
58031,Class B,1980,Spring,Washington,yes
58890,Class B,1980,Fall,Idaho,yes
135,Class A,1981,Summer,Wisconsin,yes
231,Class A,1981,Spring,Maryland,yes
415,Class B,1981,Fall,Tennessee,yes
430,Class B,1981,Summer,Florida,yes
431,Class B,1981,Summer,California,yes
717,Class B,1981,Summer,Missouri,no
821,Class A,1981,Fall,Michigan,no
874,Class B,1981,Winter,Indiana,yes
941,Class A,1981,Fall,Washington,no
1079,Class B,1981,Fall,Florida,yes
1113,Class A,1981,Summer,Washington,no
1376,Class A,1981,Unknown,Colorado,no
1533,Class B,1981,Winter,Montana,no
1681,Class B,1981,Fall,Washington,no
2142,Class B,1981,Summer,California,no
2704,Class A,1981,Winter,New York,yes
2764,Class A,1981,Summer,Louisiana,no
2779,Class C,1981,Winter,California,yes
3233,Class A,1981,Fall,Indiana,yes
3352,Class B,1981,Winter,Ohio,no
4381,Class B,1981,Fall,Tennessee,yes
4731,Class A,1981,Summer,Ohio,yes
4929,Class B,1981,Summer,California,yes
6178,Class A,1981,Fall,Arkansas,no
6418,Class B,1981,Spring,Tennessee,no
6420,Class A,1981,Unknown,Tennessee,no
6929,Class A,1981,Summer,Idaho,yes
6971,Class B,1981,Summer,California,yes
7481,Class B,1981,Spring,Washington,yes
8022,Class B,1981,Spring,Tennessee,yes
8678,Class A,1981,Spring,Oklahoma,yes
8685,Class A,1981,Fall,Arizona,yes
10556,Class A,1981,Winter,Kentucky,yes
10867,Class A,1981,Summer,Florida,yes
11430,Class A,1981,Summer,Arkansas,yes
12803,Class B,1981,Spring,Washington,yes
13347,Class B,1981,Summer,Mississippi,yes
13833,Class A,1981,Fall,Texas,yes
14232,Class B,1981,Fall,New Jersey,yes
68,,,,,no
16962,Class A,1981,Summer,South Carolina,yes
22945,Class B,1981,Winter,Iowa,yes
23691,Class A,1981,Summer,Wisconsin,yes
24224,Class B,1981,Summer,Idaho,yes
24539,Class A,1981,Spring,Texas,yes
25189,Class A,1981,Summer,Indiana,yes
27250,Class A,1981,Fall,Florida,yes
27743,Class A,1981,Spring,New Jersey,yes
28263,Class B,1981,Winter,Florida,yes
28946,Class A,1981,Summer,Arizona,yes
28993,Class B,1981,Spring,Wisconsin,yes
40645,Class A,1981,Fall,Virginia,yes
66051,Class A,1981,Fall,New Jersey,yes
672,Class A,1982,Summer,Oregon,no
330,,,,,no
841,Class A,1982,Fall,Ohio,yes
956,Class A,1982,Winter,Washington,no
986,Class A,1982,Fall,Washington,yes
989,Class A,1982,Winter,Florida,yes
1028,Class B,1982,Fall,Arizona,yes
1134,Class A,1982,Fall,Pennsylvania,yes
1141,Class A,1982,Summer,Missouri,no
1371,Class A,1982,Winter,Colorado,no
1440,Class B,1982,Spring,Indiana,no
1504,Class A,1982,Summer,Washington,yes
1517,Class A,1982,Fall,Montana,no
1519,Class A,1982,Summer,Montana,no
2063,Class A,1982,Spring,Idaho,no
2063,Class A,1982,Spring,Idaho,no
2198,Class A,1982,Summer,California,no
2279,Class A,1982,Unknown,Georgia,yes
2316,Class B,1982,Unknown,Idaho,no
2406,Class B,1982,Fall,Indiana,no
2599,Class A,1982,Spring,Washington,yes
2816,Class A,1982,Spring,California,no
310,,,,,no
3335,Class A,1982,Fall,North Carolina,no
4081,Class A,1982,Winter,Oklahoma,yes
4132,Class A,1982,Summer,California,yes
4143,Class A,1982,Spring,Texas,no
4392,Class B,1982,Summer,Washington,yes
4421,Class A,1982,Spring,Missouri,yes
4452,Class A,1982,Summer,Washington,yes
5623,Class B,1982,Summer,Kansas,yes
6530,Class A,1982,Summer,Louisiana,no
6651,Class A,1982,Summer,California,yes
6775,Class B,1982,Summer,Missouri,yes
7575,Class B,1982,Winter,Georgia,yes
9568,Class B,1982,Fall,Michigan,yes
9810,Class A,1982,Winter,Texas,yes
10024,Class B,1982,Fall,Utah,yes
10273,Class A,1982,Summer,Texas,yes
10421,Class B,1982,Summer,Ohio,yes
12597,Class B,1982,Summer,Ohio,yes
547,,,,,no
14642,Class A,1982,Summer,California,yes
18823,Class A,1982,Spring,Washington,yes
19937,Class B,1982,Summer,Washington,yes
20011,Class B,1982,Fall,New Mexico,yes
20202,Class A,1982,Fall,Michigan,yes
23293,Class A,1982,Fall,Kentucky,yes
23537,Class B,1982,Summer,Indiana,yes
24399,Class A,1982,Fall,Oregon,yes
25444,Class A,1982,Spring,California,yes
27472,Class B,1982,Winter,Virginia,yes
27955,Class A,1982,Fall,Kentucky,yes
28805,Class B,1982,Summer,Michigan,yes
33097,Class B,1982,Summer,Kentucky,yes
33559,Class B,1982,Fall,Michigan,yes
35079,Class A,1982,Spring,Ohio,yes
40087,Class A,1982,Fall,Missouri,yes
40280,Class B,1982,Fall,Oklahoma,yes
40378,Class B,1982,Winter,Washington,yes
702,,,,,no
689,,,,,no
691,,,,,no
699,,,,,no
686,,,,,no
687,,,,,no
731,,,,,no
42408,Class B,1982,Fall,Washington,yes
58004,Class A,1982,Summer,Oregon,yes
58136,Class A,1982,Winter,Texas,yes
58414,Class A,1982,Fall,Iowa,yes
63738,Class A,1982,Summer,Oregon,yes
63779,Class B,1982,Fall,Oregon,yes
77,Class B,1983,Fall,Washington,no
80,Class B,1983,Summer,Oregon,yes
338,Class B,1983,Winter,Arkansas,no
416,Class A,1983,Winter,Alabama,yes
546,Class B,1983,Summer,South Carolina,no
595,Class B,1983,Summer,Florida,no
607,Class A,1983,Winter,Florida,no
805,Class A,1983,Summer,Michigan,no
808,Class A,1983,Fall,Michigan,no
811,Class A,1983,Fall,Michigan,no
908,Class B,1983,Fall,Michigan,yes
1059,Class A,1983,Fall,Minnesota,no
1100,Class B,1983,Spring,Missouri,no
1387,Class C,1983,Summer,Washington,no
1549,Class A,1983,Fall,California,yes
1796,Class A,1983,Fall,Idaho,yes
1919,Class A,1983,Spring,California,yes
2264,Class A,1983,Summer,Iowa,yes
3332,Class A,1983,Spring,North Carolina,no
3567,Class A,1983,Fall,Pennsylvania,no
4089,Class C,1983,Unknown,Arkansas,no
4138,Class A,1983,Summer,Texas,no
4969,Class B,1983,Summer,Ohio,yes
4981,Class B,1983,Fall,Ohio,no
5244,Class A,1983,Summer,Wisconsin,yes
5245,Class A,1983,Spring,New York,no
5311,Class A,1983,Spring,Ohio,yes
6007,Class A,1983,Summer,Texas,yes
6746,Class A,1983,Winter,California,yes
7246,Class A,1983,Fall,North Carolina,yes
7336,Class B,1983,Summer,California,yes
7437,Class A,1983,Summer,New Jersey,yes
7495,Class A,1983,Winter,Arizona,yes
8409,Class A,1983,Spring,New Mexico,yes
9128,Class B,1983,Fall,Washington,no
9169,Class A,1983,Summer,Texas,yes
10506,Class A,1983,Winter,Texas,yes
11030,Class B,1983,Winter,Georgia,yes
11911,Class A,1983,Summer,Illinois,yes
12054,Class B,1983,Fall,Missouri,yes
12669,Class B,1983,Fall,Ohio,yes
13654,Class A,1983,Spring,Washington,yes
709,,,,,no
14493,Class B,1983,Fall,Minnesota,yes
16486,Class B,1983,Spring,New Jersey,yes
20333,Class B,1983,Summer,Florida,yes
23068,Class B,1983,Spring,Washington,yes
696,,,,,no
690,,,,,no
24310,Class B,1983,Summer,Washington,yes
25242,Class A,1983,Fall,Kentucky,yes
26372,Class A,1983,Fall,Michigan,yes
28080,Class A,1983,Fall,Missouri,yes
31009,Class A,1983,Fall,Washington,yes
31303,Class A,1983,Fall,North Carolina,yes
32620,Class A,1983,Fall,Ohio,yes
33307,Class A,1983,Fall,Alabama,yes
34787,Class B,1983,Summer,Florida,yes
56829,Class B,1983,Fall,Oklahoma,yes
406,Class A,1984,Fall,Washington,yes
699,Class A,1984,Fall,Oregon,yes
703,Class B,1984,Spring,Oregon,no
737,Class A,1984,Summer,Florida,no
800,Class B,1984,Summer,Michigan,no
898,Class A,1984,Summer,Washington,yes
930,Class A,1984,Summer,Washington,no
940,Class A,1984,Summer,Washington,no
688,,,,,no
1003,Class A,1984,Fall,Florida,yes
1058,Class B,1984,Summer,California,no
1061,Class A,1984,Summer,Florida,yes
1167,Class A,1984,Summer,Maryland,no
1178,Class A,1984,Winter,Vermont,no
1327,Class B,1984,Unknown,Kansas,no
1382,Class A,1984,Fall,Washington,yes
1385,Class B,1984,Summer,Washington,no
1683,Class A,1984,Spring,Washington,yes
1700,Class C,1984,Fall,Montana,no
2285,Class A,1984,Spring,Virginia,no
2792,Class A,1984,Summer,Wisconsin,no
3424,Class B,1984,Summer,California,yes
3518,Class A,1984,Fall,Washington,yes
3519,Class A,1984,Spring,Arkansas,yes
3571,Class A,1984,Fall,Pennsylvania,no
3584,Class A,1984,Fall,Pennsylvania,yes
3605,Class B,1984,Summer,California,yes
4073,Class A,1984,Summer,Ohio,yes
5529,Class A,1984,Summer,Oregon,no
676,,,,,no
674,,,,,no
673,,,,,no
675,,,,,no
625,,,,,no
5909,Class A,1984,Fall,Nevada,yes
6737,Class A,1984,Summer,Colorado,yes
7077,Class B,1984,Fall,Colorado,no
7662,Class A,1984,Summer,Oregon,yes
7766,Class A,1984,Summer,Missouri,yes
8184,Class B,1984,Summer,California,yes
8236,Class A,1984,Winter,Ohio,yes
8670,Class B,1984,Summer,Washington,yes
9168,Class B,1984,Winter,Washington,yes
9407,Class B,1984,Winter,Kentucky,yes
9712,Class A,1984,Summer,Georgia,yes
10889,Class B,1984,Winter,Michigan,yes
11295,Class B,1984,Winter,Illinois,yes
12838,Class A,1984,Summer,Washington,yes
12884,Class A,1984,Winter,Wyoming,yes
15514,Class B,1984,Fall,Michigan,yes
16777,Class B,1984,Summer,Virginia,yes
25298,Class A,1984,Fall,Michigan,yes
25377,Class B,1984,Summer,Tennessee,yes
25454,Class A,1984,Summer,Indiana,yes
26790,Class B,1984,Summer,Kansas,yes
49302,Class A,1984,Summer,Illinois,yes
81,Class A,1985,Fall,Tennessee,yes
270,Class B,1985,Summer,Washington,no
816,Class B,1985,Summer,California,yes
937,Class B,1985,Summer,Washington,no
1190,Class A,1985,Summer,Maine,no
730,,,,,no
729,,,,,no
1244,Class A,1985,Fall,Wyoming,yes
1548,Class B,1985,Spring,California,no
1551,Class A,1985,Fall,California,yes
1585,Class B,1985,Summer,Washington,no
1783,Class B,1985,Unknown,Alabama,no
1790,Class A,1985,Winter,Indiana,yes
2176,Class B,1985,Fall,California,yes
2228,Class C,1985,Spring,California,no
2393,Class A,1985,Summer,Georgia,yes
2490,Class A,1985,Summer,California,yes
2566,Class A,1985,Fall,Florida,yes
3049,Class B,1985,Spring,Iowa,yes
684,,,,,no
4099,Class A,1985,Fall,Illinois,yes
4445,Class B,1985,Fall,California,no
4777,Class A,1985,Fall,Minnesota,yes
4886,Class B,1985,Summer,California,yes
5229,Class A,1985,Summer,Ohio,yes
5608,Class A,1985,Spring,Colorado,yes
5609,Class A,1985,Summer,Louisiana,no
6249,Class B,1985,Spring,Maryland,no
6417,Class A,1985,Summer,Tennessee,no
6478,Class A,1985,Summer,Tennessee,no
7272,Class B,1985,Fall,Michigan,yes
8064,Class A,1985,Winter,New York,no
8251,Class A,1985,Fall,Idaho,yes
8435,Class B,1985,Fall,Wisconsin,yes
8935,Class B,1985,Winter,Florida,yes
10095,Class A,1985,Winter,Oregon,yes
10354,Class A,1985,Summer,Washington,yes
11407,Class B,1985,Fall,California,yes
11630,Class B,1985,Spring,New York,yes
14082,Class A,1985,Summer,Alabama,yes
14118,Class A,1985,Winter,Florida,yes
15003,Class B,1985,Spring,Tennessee,yes
17011,Class B,1985,Summer,Florida,yes
20802,Class A,1985,Summer,Idaho,yes
23211,Class B,1985,Summer,West Virginia,yes
23247,Class A,1985,Spring,Florida,yes
27482,Class A,1985,Fall,Arkansas,yes
31968,Class A,1985,Winter,Illinois,yes
34980,Class B,1985,Summer,Illinois,yes
35114,Class B,1985,Summer,Tennessee,yes
39569,Class A,1985,Summer,Illinois,yes
40034,Class A,1985,Spring,Florida,yes
40371,Class A,1985,Summer,Washington,yes
44354,Class A,1985,Summer,North Carolina,yes
49813,Class A,1985,Summer,Ohio,yes
62934,Class B,1985,Summer,Virginia,yes
606,Class A,1986,Unknown,Florida,no
670,Class A,1986,Summer,Oregon,yes
859,Class A,1986,Fall,Maine,yes
977,Class A,1986,Fall,South Carolina,no
1069,Class A,1986,Fall,Wyoming,no
1099,Class A,1986,Summer,Missouri,no
1375,Class B,1986,Fall,Colorado,no
1445,Class B,1986,Spring,South Dakota,yes
1617,Class A,1986,Summer,Washington,no
1720,Class A,1986,Fall,Oregon,yes
2121,Class A,1986,Summer,California,no
2278,Class B,1986,Unknown,Georgia,no
2429,Class B,1986,Summer,Kentucky,no
2451,Class B,1986,Spring,Missouri,yes
2630,Class A,1986,Fall,New York,no
2845,Class A,1986,Summer,California,no
2855,Class B,1986,Fall,California,yes
5694,Class B,1986,Summer,Michigan,no
6062,Class A,1986,Fall,Ohio,yes
7483,Class A,1986,Winter,Washington,yes
7836,Class A,1986,Fall,Texas,no
8039,Class A,1986,Fall,Texas,yes
8598,Class B,1986,Summer,California,yes
8679,Class A,1986,Fall,Alabama,yes
9218,Class B,1986,Fall,North Carolina,yes
9392,Class B,1986,Summer,Washington,yes
9753,Class A,1986,Summer,Arkansas,yes
10505,Class B,1986,Spring,Colorado,yes
10771,Class A,1986,Fall,Tennessee,yes
10874,Class A,1986,Fall,Georgia,yes
11252,Class B,1986,Fall,Arkansas,yes
12292,Class A,1986,Summer,California,yes
12712,Class A,1986,Summer,Oklahoma,yes
728,,,,,no
697,,,,,no
692,,,,,no
12919,Class B,1986,Winter,Illinois,yes
13718,Class A,1986,Summer,Arkansas,yes
16550,Class B,1986,Summer,California,yes
17767,Class A,1986,Summer,Colorado,yes
18442,Class A,1986,Summer,Missouri,yes
19983,Class B,1986,Summer,Utah,yes
21271,Class A,1986,Summer,Michigan,yes
22815,Class B,1986,Summer,California,yes
23498,Class B,1986,Winter,Florida,yes
25592,Class A,1986,Summer,Tennessee,yes
25961,Class A,1986,Summer,Ohio,yes
26245,Class A,1986,Summer,Michigan,yes
27374,Class A,1986,Fall,Illinois,yes
27410,Class A,1986,Winter,Missouri,yes
28935,Class B,1986,Spring,Minnesota,yes
32824,Class A,1986,Fall,Washington,yes
33115,Class A,1986,Summer,Georgia,yes
39025,Class A,1986,Fall,Washington,yes
40040,Class B,1986,Summer,Ohio,yes
41907,Class B,1986,Winter,Illinois,yes
42736,Class A,1986,Fall,Washington,yes
49544,Class B,1986,Fall,Georgia,yes
56752,Class A,1986,Summer,Georgia,yes
62358,Class A,1986,Summer,Tennessee,yes
545,,,,,no
705,,,,,no
695,,,,,no
532,,,,,no
66089,Class A,1986,Winter,New Mexico,yes
653,Class B,1987,Summer,Oregon,no
666,Class B,1987,Summer,Oregon,no
815,Class A,1987,Summer,Michigan,no
1313,Class A,1987,Fall,Louisiana,no
1774,Class A,1987,Summer,West Virginia,yes
2060,Class B,1987,Winter,Idaho,yes
2076,Class A,1987,Fall,Indiana,yes
2149,Class B,1987,Winter,North Carolina,yes
2844,Class A,1987,Fall,California,yes
2858,Class B,1987,Spring,California,no
3094,Class B,1987,Fall,Georgia,yes
3185,Class A,1987,Fall,Colorado,yes
3334,Class B,1987,Summer,North Carolina,no
710,,,,,no
107,,,,,no
713,,,,,no
3351,Class A,1987,Winter,Ohio,no
4142,Class A,1987,Fall,Texas,no
4957,Class B,1987,Fall,Ohio,no
5778,Class B,1987,Fall,Ohio,yes
5875,Class A,1987,Summer,Wyoming,yes
5929,Class B,1987,Fall,Utah,yes
6421,Class A,1987,Unknown,Tennessee,yes
6449,Class A,1987,Summer,Tennessee,no
6521,Class A,1987,Summer,California,yes
7188,Class A,1987,Summer,West Virginia,yes
8067,Class A,1987,Fall,Texas,yes
8597,Class A,1987,Winter,Washington,no
9038,Class A,1987,Winter,Texas,yes
9918,Class B,1987,Fall,New Mexico,yes
10258,Class B,1987,Fall,Washington,yes
11765,Class A,1987,Summer,Tennessee,yes
12649,Class A,1987,Fall,California,yes
13170,Class A,1987,Summer,South Carolina,yes
13276,Class B,1987,Summer,New Jersey,yes
13918,Class A,1987,Fall,Mississippi,yes
14144,Class A,1987,Fall,Mississippi,yes
16970,Class A,1987,Spring,Tennessee,yes
